Connecting to host 10.0.0.10, port 4200
[  5] local 10.0.0.6 port 4200 connected to 10.0.0.10 port 4200
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]  26.00-27.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  27.00-28.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  28.00-29.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  29.00-30.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec    0   42.4 KBytes       
[  5]  31.00-32.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  32.00-33.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  33.00-34.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  34.00-35.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  35.00-36.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  36.00-37.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  37.00-38.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  38.00-39.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  39.00-40.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  40.00-41.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  41.00-42.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  42.00-43.00  sec  0.00 Bytes  0.00 bits/sec    0   42.4 KBytes       
[  5]  43.00-44.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  44.00-45.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  45.00-46.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  46.00-47.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  47.00-48.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  48.00-49.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  49.00-50.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  50.00-51.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  51.00-52.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  52.00-53.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  53.00-54.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  54.00-55.00  sec  0.00 Bytes  0.00 bits/sec    0   42.4 KBytes       
[  5]  55.00-56.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  56.00-57.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  57.00-58.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  58.00-59.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  59.00-60.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  60.00-61.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  61.00-62.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  62.00-63.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  63.00-64.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  64.00-65.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  65.00-66.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  66.00-67.00  sec  0.00 Bytes  0.00 bits/sec    0   42.4 KBytes       
[  5]  67.00-68.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  68.00-69.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  69.00-70.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  70.00-71.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  71.00-72.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  72.00-73.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  73.00-74.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  74.00-75.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  75.00-76.00  sec   127 KBytes  1.04 Mbits/sec    0   42iperf3: interrupt - the client has terminated
.4 KBytes       
[  5]  76.00-77.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  77.00-78.00  sec   127 KBytes  1.04 Mbits/sec    0   42.4 KBytes       
[  5]  78.00-78.23  sec  0.00 Bytes  0.00 bits/sec    0   42.4 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-78.23  sec  9.17 MBytes   983 Kbits/sec    0             sender
[  5]   0.00-78.23  sec  0.00 Bytes  0.00 bits/sec                  receiver
